accession_id,design_description,library_name,library_construction_protocol,paired_nominal_length,paired_nominal_sdev,platform,model,library_layout,library_strategy,library_source,library_selection,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAX00001159111,,,,185,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159112,,,,174,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159113,,,,323,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159114,,,,340,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159115,,,,344,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159116,,,,331,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159117,,,,187,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159118,,,,181,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159119,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159120,,,,260,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159121,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:15+02
EGAX00001159122,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:15+02
EGAX00001159123,,,,211,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159124,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159125,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159126,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159127,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159128,,,,210,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159129,,,,222,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159130,,,,224,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159131,,,,298,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159132,,,,219,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159133,,,,225,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159134,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159135,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159136,,,,195,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159137,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159138,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159139,,,,184,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159140,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159141,,,,182,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159142,,,,182,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159143,,,,213,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159144,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159145,,,,217,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159146,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159147,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159148,,,,192,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159149,,,,209,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159150,,,,182,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:21+01,2014-08-11 14:54:16+02
EGAX00001159151,,,,312,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:16+02
EGAX00001159152,,,,216,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:16+02
EGAX00001159153,,,,224,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159154,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159155,,,,180,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159156,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159157,,,,197,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159158,,,,192,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159159,,,,221,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159160,,,,184,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159161,,,,320,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:05+01,2014-08-11 14:54:17+02
EGAX00001159162,,,,321,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159163,,,,349,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159164,,,,211,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159165,,,,324,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159166,,,,187,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159167,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159168,,,,331,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159169,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159170,,,,291,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159171,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159172,,,,223,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159173,,,,195,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159174,,,,335,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159175,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159176,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159177,,,,177,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159178,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159179,,,,192,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159180,,,,216,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159181,,,,223,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159182,,,,324,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:17+02
EGAX00001159183,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159184,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159185,,,,315,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159186,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159187,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159188,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159189,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159190,,,,296,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159191,,,,232,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159192,,,,207,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159193,,,,322,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159194,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159195,,,,271,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:06+01,2014-08-11 14:54:18+02
EGAX00001159196,,,,237,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159197,,,,178,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159198,,,,176,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159199,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159200,,,,183,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159201,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159202,,,,178,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159203,,,,211,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159204,,,,285,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159205,,,,301,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159206,,,,224,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159207,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159208,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159209,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159210,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159211,,,,185,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159212,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:18+02
EGAX00001159213,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159214,,,,180,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159215,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159216,,,,216,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159217,,,,184,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159218,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159219,,,,304,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:07+01,2014-08-11 14:54:19+02
EGAX00001159220,,,,243,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:08+01,2014-08-11 14:54:19+02
EGAX00001159221,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:08+01,2014-08-11 14:54:19+02
EGAX00001159222,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:08+01,2014-08-11 14:54:19+02
EGAX00001159223,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:08+01,2014-08-11 14:54:19+02
EGAX00001159224,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:08+01,2014-08-11 14:54:19+02
EGAX00001159225,,,,175,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134548,2014-01-24 02:08:08+01,2014-08-11 14:54:19+02
EGAX00001159226,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:11+01,2014-08-11 14:54:19+02
EGAX00001159227,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:11+01,2014-08-11 14:54:19+02
EGAX00001159228,,,,230,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159229,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159230,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
EGAX00001159231,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134549,2014-01-24 02:12:12+01,2014-08-11 14:54:19+02
